ticker,lower_length,upper_length,target
BIOT.ST,22.933737678160153,5.0,81.18
BONEX.ST,9.54927602019752,7.531541189997439,173.88
BOUL.ST,1.0033168697030017,12.558314315795993,80.84
BOOZT.ST,3.081119303948589,12.531188474756586,116.24
BONG.ST,5.5619076561765715,21.948211837243235,69.79
BRAV.ST,3.4662821297235595,5.976369580822059,152.18
BRIN-B.ST,8.933172640462654,5.0,271.56
BTS-B.ST,10.985134987830483,5.0,214.68
CAT-A.ST,6.305981119295593,7.95867543558041,337.29
BUFAB.ST,3.8520581811584527,15.527690625126304,210.71
BULTEN.ST,4.747686982888109,8.293518527619117,193.63
CANTA.ST,12.150263473167069,5.044882701477497,29.2
CALTX.ST,6.992149170225217,5.028970833962884,294.8
BFG.ST,16.903896812629725,5.0,628.72
CAMX.ST,10.906268772608435,6.769337447392327,255.05
BMAX.ST,15.714239593478435,5.0,248.68
BURE.ST,17.49706605463617,5.0,90.21
CAST.ST,5.255920833696278,7.308464869219945,88.37
CAT-B.ST,6.4015461299524565,13.639018176076194,145.16
CCC.ST,26.1327982265415,5.0,29.94
CTM.ST,1.0033168697030017,12.558314315795993,4.63
CEVI.ST,12.506256752689428,18.470418350083925,132.58
CATE.ST,13.78331553319745,13.325641115690841,96.03
COLL.ST,13.093638136374645,23.00811233605395,0.0
CINT.ST,11.961282648683568,6.501072081192669,191.94
CBTT-B.ST,8.540038991800055,7.7667828444388745,143.72
CIBUS.ST,8.446196045651991,5.0,75.24
CLAS-B.ST,4.944090059343372,5.035099300141184,201.65
CNCJO-B.ST,8.100093130322254,8.026688149088233,128.74
CS.ST,6.929115242214006,26.952935909773636,0.0
CCOR-B.ST,20.199260222289865,12.035492742785907,559.99
COIC.ST,5.635793966535898,5.89162490564404,95.32
COOR.ST,5.071221219261779,9.952537227121969,125.88
CLA-B.ST,17.033627721129783,5.684783155697843,38.97
CORE-B.ST,4.186152429761962,25.312520214605527,88.93
CORE-A.ST,25.908403174262723,5.0,52.1
CORE-PREF.ST,20.650887680212467,5.022509604065088,100.16
CORE-D.ST,10.088117173261436,8.13949949684176,120.76
CRAD-B.ST,1.7942402027398587,21.761687754460056,8.41
CRED-A.ST,13.848534540550741,5.096226437265062,68.41
CTEK.ST,4.973491450756444,12.951182653172172,198.4
CTT.ST,27.92164423125866,7.765845761762607,39.35
DEDI.ST,1.7942402027398587,21.761687754460056,-22.65
DOM.ST,7.3713637281123745,11.296150174683218,80.25
DUNI.ST,24.780418041565085,8.731782263389839,69.01
DIOS.ST,9.5452307350701,7.640117660206732,135.98
DURC-B.ST,8.71488040698321,5.303004391472227,15.11
DORO.ST,6.4015461299524565,13.639018176076194,123.04
DUST.ST,16.695015870647072,12.291172217107174,177.4
EAST.ST,16.262074616294026,5.0,67.09
EGTX.ST,15.705520584547829,5.0,219.86
ELAN-B.ST,12.084927038982368,11.266543634119223,147.0
ELUX-A.ST,16.57220467335976,13.665004806892878,51.26
ELUX-B.ST,5.925082167372498,26.953562585735327,9.58
EMPIR-B.ST,13.093638136374645,23.00811233605395,0.0
EKTA-B.ST,1.0218421735906276,7.126205466000658,37.36
EPRO-B.ST,13.409408620267278,13.603560508594043,188.07
ELON.ST,13.093638136374645,23.00811233605395,0.0
ELTEL.ST,2.7974323508865493,5.276015507611952,69.99
ENQ.ST,13.093638136374645,23.00811233605395,0.0
EMBRAC-B.ST,7.202699397467619,6.781595116891146,185.06
ELOS-B.ST,16.2490171290783,5.0,30.09
ENEA.ST,12.538837806534419,9.201187987216269,65.24
ENGCON-B.ST,5.654248176850416,14.185832536672837,50.63
ENRO.ST,9.608469702559956,5.051393781704132,7.88
EOLU-B.ST,24.651707673374762,18.676971194343,71.9
EPEN.ST,5.255920833696278,7.308464869219945,63.95
EPI-B.ST,5.562282161763619,16.636016506839297,39.89
EPI-A.ST,7.704094881838375,14.638228700414667,20.28
EQT.ST,3.8520581811584527,15.527690625126304,27.09
ERIC-A.ST,15.935028089210906,10.317461381011194,171.6
ERIC-B.ST,9.938324825971483,10.022177304068462,170.17
EPIS-B.ST,1.0820776629339046,5.141515888880211,119.76
ESSITY-A.ST,30.0,5.3809332487617665,33.65
EWRK.ST,20.749863965893052,5.0,107.25
FABG.ST,7.711248233199631,9.1894360398285,83.71
FAG.ST,6.441966335094364,7.093331653760283,88.99
EVO.ST,13.093638136374645,23.00811233605395,-2.0
ESSITY-B.ST,3.4662821297235595,5.976369580822059,29.43
FG.ST,3.8520581811584527,15.527690625126304,94.0
BALD-B.ST,9.805815428904774,6.920360174506761,87.77
FASTAT.ST,20.00926585962873,13.208907675479939,108.73
EMIL-B.ST,8.449550440887029,8.674707023505006,303.89
EMIL-PREF.ST,6.4015461299524565,13.639018176076194,41.95
FPAR-A.ST,8.565347410714311,7.160111354767447,244.57
FNM.ST,30.0,5.0,32.08
FPAR-D.ST,8.675258280599294,13.845935143254216,127.67
FING-B.ST,3.4662821297235595,5.976369580822059,879.8
G5EN.ST,5.426467678289125,5.0,34.64
FOI-B.ST,14.920718285771493,12.128647433315269,4.28
FMM-B.ST,9.939893384939966,6.896543487051002,158.97
FNOX.ST,5.255920833696278,7.308464869219945,87.18
FPIP.ST,16.98857096098756,5.975849194366377,65.87
GARO.ST,5.255920833696278,7.308464869219945,360.61
GIGSEK.ST,13.093638136374645,23.00811233605395,3.57
GPG.ST,12.372905545566203,5.04019619037314,38.19
GETI-B.ST,13.093638136374645,23.00811233605395,0.0
GRNG.ST,4.709421484122339,8.530344378239194,9.24
GREEN.ST,16.550368724191923,5.0,183.83
HNSA.ST,20.94175486576747,5.027454599757918,388.49
HAV-B.ST,5.65206751558219,5.0,383.23
HANZA.ST,6.957183111458502,11.296573397635079,63.45
HEBA-B.ST,24.91417693640264,6.047521099443537,217.15
HEM.ST,30.0,5.0,11.93
HM-B.ST,1.5968316518129513,24.30724216507698,10.6
HOFI.ST,4.529061548138019,5.097393338208073,101.09
HPOL-B.ST,4.5065076902112615,17.41331996544576,122.63
HEXA-B.ST,7.587394674835058,10.660630570983088,128.16
HTRO.ST,3.8520581811584527,15.527690625126304,148.56
HMS.ST,3.4662821297235595,5.976369580822059,109.34
HOLM-A.ST,13.093638136374645,23.00811233605395,0.0
HOLM-B.ST,13.093638136374645,23.00811233605395,0.0
HUFV-A.ST,5.255920833696278,7.308464869219945,33.7
HUM.ST,3.4662821297235595,5.976369580822059,18.61
HUSQ-B.ST,7.686929404441052,15.129325839041185,38.76
HUSQ-A.ST,3.8520581811584527,15.527690625126304,11.5
IAR-B.ST,11.389673836870749,8.391213960842531,167.38
IMMNOV.ST,25.64166746673505,5.0,123.96
IS.ST,10.443186503795348,7.1729822458926185,711.19
INDT.ST,5.071221219261779,9.952537227121969,119.14
INDU-C.ST,5.335894660800601,5.0136808142549825,60.57
INDU-A.ST,10.035172446278066,5.0,49.81
INSTAL.ST,18.69818219001717,8.091961029443592,263.2
IBT-B.ST,26.07308697407323,5.0,176.15
INFREA.ST,15.61955297642115,7.3025237877207285,64.2
IPCO.ST,4.879689603406552,6.293110755104548,63.33
INTRUM.ST,5.255920833696278,7.308464869219945,289.93
IRRAS.ST,13.093638136374645,23.00811233605395,0.0
IVSO.ST,24.61247563091382,14.829373736833798,47.3
INVE-A.ST,5.255920833696278,7.308464869219945,71.59
IRLAB-A.ST,21.241198905042832,7.7365177581032025,917.73
INWI.ST,13.093638136374645,23.00811233605395,-23.57
INVE-B.ST,5.972149852812685,5.1033241911034155,78.18
ITAB.ST,13.101839268646682,18.96724571114379,290.06
ISOFOL.ST,29.876558469781553,6.863999616317241,245.15
JM.ST,17.234509443463477,6.883428196601819,109.35
K2A-B.ST,5.071221219261779,9.952537227121969,473.77
JOMA.ST,17.23853649816869,5.067972914233663,196.16
K2A-PREF.ST,3.4662821297235595,5.976369580822059,88.79
KABE-B.ST,4.944090059343372,5.035099300141184,83.75
KAR.ST,30.0,10.717098635001143,4.01
KDEV.ST,8.734475879582082,9.571819341585218,42.46
KFAST-B.ST,6.4015461299524565,13.639018176076194,349.96
KIND-SDB.ST,3.4662821297235595,5.976369580822059,53.08
KINV-A.ST,7.021139132863262,7.974677636096615,45.79
KINV-B.ST,4.137532665602998,7.735589633067309,110.71
KNOW.ST,1.0033168697030017,12.558314315795993,29.0
KLARA-B.ST,10.984255489200333,5.009410432865412,81.92
LAGR-B.ST,12.066658554589315,9.815066541937382,103.0
LAMM-B.ST,28.648334721871297,11.621470810613744,6.7
LIFCO-B.ST,3.4662821297235595,5.976369580822059,56.4
LATO-B.ST,7.4957398655982965,8.358303658285623,109.66
LIME.ST,15.344625094119406,9.470106685772505,86.92
LIAB.ST,3.8520581811584527,15.527690625126304,46.03
LINC.ST,13.422838516444104,5.0,178.29
LOGI-B.ST,7.802467754187796,6.995283460741784,323.09
LOGI-A.ST,3.8520581811584527,15.527690625126304,280.7
LOOMIS.ST,13.093638136374645,23.00811233605395,0.0
LUC.ST,10.952525364520735,5.17583391250357,66.37
LUG.ST,2.2150789483686766,30.0,-10.13
LUND-B.ST,5.190332091875697,5.009654264632272,148.67
LUMI.ST,15.64816020117363,5.0,104.91
MAHA-A.ST,2.5241808674416872,9.382934843887377,108.09
MANG.ST,13.093638136374645,23.00811233605395,-2.0
MEAB-B.ST,16.607145250109348,8.351319593019028,36.79
MCOV-B.ST,21.218534599355436,5.298448929269257,53.72
MCAP.ST,1.0033168697030017,12.558314315795993,64.49
MEKO.ST,13.303051617593509,5.279493433684518,22.15
MVIR.ST,1.0033168697030017,12.558314315795993,71.24
IMMU.ST,13.093638136374645,23.00811233605395,0.0
MSAB-B.ST,16.807504198275446,6.098686690216112,31.92
MSON-A.ST,29.81941592628188,5.052061320119353,4.88
MIDW-A.ST,15.194295058448901,9.893807611428992,429.69
MSON-B.ST,7.83093300256223,5.0094223542872225,182.69
MIPS.ST,3.496982637817744,7.174775267524631,116.01
MIDW-B.ST,17.718679872319964,7.810446887269094,309.65
MILDEF.ST,4.105450343545712,5.116580339805761,82.74
TIGO-SDB.ST,13.093638136374645,23.00811233605395,74.67
MOB.ST,5.172743079777927,5.105892739726762,992.11
MTG-A.ST,13.093638136374645,23.00811233605395,0.0
MOMENT.ST,13.093638136374645,23.00811233605395,0.0
MTG-B.ST,13.093638136374645,23.00811233605395,0.0
MMGR-B.ST,9.839128437032006,5.280402728239915,182.83
MTRS.ST,17.904483845261165,5.396869248162587,97.06
NICA.ST,13.093638136374645,23.00811233605395,0.0
MYCR.ST,4.822650074750727,5.0,133.53
NAXS.ST,6.635837869840484,5.0,78.85
NCAB.ST,18.54537074751009,6.415363556604844,36.39
NCC-A.ST,10.379774075066594,7.2346579941785585,71.19
NMAN.ST,5.865485640219362,8.414805773152523,58.57
NCC-B.ST,9.973854916145218,7.101582124503193,61.55
NELLY.ST,8.811904924279084,5.000620953033101,323.74
NETI-B.ST,5.255920833696278,7.308464869219945,193.82
NEWA-B.ST,3.8520581811584527,15.527690625126304,150.97
NETEL.ST,3.4662821297235595,5.976369580822059,409.35
NGS.ST,23.72982032478375,5.0,135.83
NIL-B.ST,29.95990351803394,5.211259114628762,3.18
NIBE-B.ST,6.08595806838798,5.110697013660715,150.15
NOLA-B.ST,1.0,7.753492428759731,31.2
NIVI-B.ST,6.4015461299524565,13.639018176076194,124.19
NOBI.ST,7.1225657479439395,7.240182565515999,54.29
NDA-SE.ST,8.882728675122904,5.028150300219358,60.69
NWG.ST,21.813087658404726,5.171438696504919,16.64
NPAPER.ST,15.75722520910076,5.0,109.96
SAVE.ST,6.929115242214006,26.952935909773636,0.0
NORB-B.ST,7.266382703519301,6.16081240173683,428.96
NORVA.ST,2.6886037981956137,5.575454363620953,286.82
NOTE.ST,1.7942402027398587,21.761687754460056,12.64
NTEK-B.ST,13.909483898360333,5.0718283840790255,196.93
ONCO.ST,3.3977393797801754,6.00195232465567,96.99
NP3-PREF.ST,5.255920833696278,7.308464869219945,57.79
NYF.ST,5.667910665677629,5.020049749397535,333.97
NP3.ST,7.958183284572292,7.476351041409114,183.87
OEM-B.ST,5.400650591156401,5.0,215.93
ORX.ST,1.0033168697030017,12.558314315795993,97.18
ORES.ST,6.4015461299524565,13.639018176076194,72.88
ORRON.ST,3.8520581811584527,15.527690625126304,38.35
ORTI-A.ST,24.221592491590563,29.206539392984936,0.0
ORTI-B.ST,3.326820731786086,7.249300527872222,220.54
OP.ST,30.0,5.0,173.7
OP-PREF.ST,5.071221219261779,9.952537227121969,176.77
OVZON.ST,5.255920833696278,7.308464869219945,1304.81
OP-PREFB.ST,13.093638136374645,23.00811233605395,0.0
OX2.ST,16.77706099416892,5.0,98.33
PEAB-B.ST,8.11931844208388,5.553513268302766,135.24
PIERCE.ST,12.506256752689428,18.470418350083925,43.19
PNDX-B.ST,10.55196912501824,10.489009035915917,115.62
PION-B.ST,6.988361725824555,6.736781386284824,188.51
PLAZ-B.ST,8.679548347601962,5.0062399415231615,197.65
PREV-B.ST,5.255920833696278,7.308464869219945,138.89
PREC.ST,11.409928247538554,7.500455913308658,139.94
PRIC-B.ST,1.0186616478193478,25.24541205847924,18.04
PACT.ST,3.4662821297235595,5.976369580822059,73.65
PROB.ST,17.10683687341059,5.0,-0.03
PROF-B.ST,3.926825626421612,8.499175360238645,134.02
PRFO.ST,16.993104303306577,7.929309815705424,310.48
PENG-B.ST,1.0,14.608351749132428,45.95
QLINEA.ST,1.636728602214216,5.06765172157093,213.5
QLIRO.ST,6.4015461299524565,13.639018176076194,129.67
RATO-A.ST,15.312576526963863,6.557711874099531,67.79
RAIL.ST,13.303194046139286,5.0,52.54
RATO-B.ST,14.644320895034983,9.924440710819855,93.87
RAY-B.ST,13.093638136374645,23.00811233605395,0.0
READ.ST,1.7942402027398587,21.761687754460056,-4.98
RESURS.ST,24.221592491590563,29.206539392984936,0.0
REJL-B.ST,10.663620061362721,10.890814007938596,107.31
RIZZO-B.ST,1.0033168697030017,12.558314315795993,703.85
RVRC.ST,7.11059089939657,6.151060054082119,158.36
RROS.ST,6.4015461299524565,13.639018176076194,62.11
SAAB-B.ST,19.486233277608218,5.097472132622165,120.7
SAGA-B.ST,5.396576839046483,8.642922749176847,170.91
SAGA-A.ST,5.071221219261779,9.952537227121969,104.84
SAGA-D.ST,7.5057702599813325,6.770311736075284,47.1
SAS.ST,3.4535435937518804,6.466890654097158,43.93
SBB-D.ST,14.18807336987786,5.0,379.55
SBB-B.ST,7.801462887767962,8.041050227033837,160.56
SAMPO-SDB.ST,3.8520581811584527,15.527690625126304,6.4
SAND.ST,7.626841373253815,8.629833850324033,42.04
SANION.ST,13.093638136374645,23.00811233605395,0.0
SCA-B.ST,13.093638136374645,23.00811233605395,0.0
SCA-A.ST,13.093638136374645,23.00811233605395,0.0
SCST.ST,26.20936720774381,5.0,86.83
SDIP-B.ST,18.57763141020148,5.0,45.41
SHOT.ST,3.397917344169551,10.900265412494154,109.14
SDIP-PREF.ST,30.0,5.0,3.34
SEB-A.ST,7.541415078837053,6.948469936573867,109.74
SEAF.ST,18.05631105336851,6.40165663191163,87.59
SEB-C.ST,12.323222676004436,10.505720345968255,81.93
SECU-B.ST,17.24867910368163,5.0,65.97
SECT-B.ST,15.940409651228764,5.07962588454998,269.75
SEDANA.ST,4.292773288436921,8.63110142290217,246.04
SEZI.ST,19.47226687160459,7.398672237613708,395.95
SINCH.ST,8.135685578007843,5.0,284.61
SGG.ST,5.472861971730302,5.8612397247370405,143.27
SKA-B.ST,5.255920833696278,7.308464869219945,68.65
SINT.ST,5.071221219261779,9.952537227121969,4.27
SIVE.ST,3.657242929790998,12.400836056142651,62.9
SKF-A.ST,5.071221219261779,9.952537227121969,73.07
SKIS-B.ST,12.506256752689428,18.470418350083925,91.06
SKF-B.ST,5.255920833696278,7.308464869219945,72.82
SLEEP.ST,6.929115242214006,26.952935909773636,78.83
SSAB-A.ST,3.4662821297235595,5.976369580822059,66.76
SOF-B.ST,10.357047794754262,5.0,137.21
SFAB.ST,30.0,5.0,66.27
STAR-A.ST,13.093638136374645,23.00811233605395,0.0
SSAB-B.ST,3.4662821297235595,5.976369580822059,74.65
STEF-B.ST,14.415964931265687,5.294595275461402,188.06
STAR-B.ST,1.1047687444864651,10.288018995128603,113.7
SF.ST,6.929115242214006,26.952935909773636,0.0
STWK.ST,4.128382432305727,7.30772250495952,329.81
STE-A.ST,1.7942402027398587,21.761687754460056,17.55
STE-R.ST,22.4356094428366,8.167131332957176,23.88
STRAX.ST,1.0033168697030017,12.558314315795993,-82.9
SVIK.ST,3.4662821297235595,5.976369580822059,208.21
STOR-B.ST,8.705246692150041,7.027449229975459,150.94
SHB-A.ST,13.104611610338239,5.0,100.74
SVED-B.ST,30.0,5.318829051047705,126.45
SHB-B.ST,8.51525080650234,8.489767721629587,121.28
SVOL-A.ST,14.50567910250232,16.822523729247784,215.64
SVOL-B.ST,12.426378380714317,5.0,55.34
SWEC-A.ST,6.435156136855786,5.0,82.96
SWEC-B.ST,7.278110433092481,7.393893205048647,74.95
SLP-B.ST,12.506256752689428,18.470418350083925,55.4
SWED-A.ST,6.50093469976824,5.0,74.85
SOBI.ST,21.864533395030985,5.0,153.88
SYNACT.ST,1.7316237273464785,7.493118938815808,275.63
SYNSAM.ST,11.831414807126428,5.0,130.34
TELIA.ST,7.566527204569804,5.6761541700637705,124.18
TEL2-B.ST,15.178010432529558,14.856579302370097,81.73
SYSR.ST,15.97587608355874,5.0,94.27
TETY.ST,13.093638136374645,23.00811233605395,0.0
TEL2-A.ST,16.54785862680308,12.644389094674942,61.05
TFBANK.ST,9.65386562652981,12.297171698644018,105.73
THULE.ST,13.093638136374645,23.00811233605395,0.0
TIETOS.ST,11.205782027267437,5.0,67.98
TRAC-B.ST,6.691658368917985,8.871567427634396,34.49
TOBII.ST,13.093638136374645,23.00811233605395,0.0
TRAD.ST,12.506256752689428,18.470418350083925,-2.7
TDVOX.ST,10.81008091214444,6.658875182201881,115.74
TRANS.ST,14.576973276698709,5.0,269.91
TREL-B.ST,8.08529712252057,8.292385954511762,52.45
8TRA.ST,9.704435308736862,5.0,85.72
TRIAN-B.ST,6.4015461299524565,13.639018176076194,53.38
TROAX.ST,3.4662821297235595,5.976369580822059,136.98
TRUE-B.ST,4.5518123828296755,8.634227012833396,136.2
VEFAB.ST,6.929115242214006,26.952935909773636,0.0
VBG-B.ST,24.221592491590563,29.206539392984936,45.26
VPLAY-A.ST,13.093638136374645,23.00811233605395,0.0
VESTUM.ST,14.45472169659089,8.848772654931617,687.52
VPLAY-B.ST,13.093638136374645,23.00811233605395,0.0
VICO.ST,1.5372016618654702,5.0,135.31
VIT-B.ST,8.312731475389965,10.941906203434266,73.36
VNV.ST,7.051851385822109,15.962744416577841,134.17
VIVE.ST,5.255920833696278,7.308464869219945,825.76
VITR.ST,1.0,25.024963064755354,-7.79
VOLO.ST,10.606893488337276,7.085648278226025,121.86
VOLO-PREF.ST,17.55522384564023,25.429360660862436,8.99
VOLCAR-B.ST,13.093638136374645,23.00811233605395,0.0
VOLV-A.ST,5.168073328742018,5.0,85.17
VOLV-B.ST,3.4662821297235595,5.976369580822059,85.49
WISE.ST,3.4662821297235595,5.976369580822059,177.7
XBRANE.ST,1.5464769536897462,5.681629799563708,181.12
WBGR-B.ST,9.793003157046524,5.0,261.62
WIHL.ST,5.255920833696278,7.308464869219945,45.23
WALL-B.ST,5.255920833696278,7.308464869219945,132.73
XANO-B.ST,18.302938217553702,17.23845650507473,61.25
XSPRAY.ST,13.093638136374645,23.00811233605395,0.0
XVIVO.ST,8.795880049556747,8.816465749364353,234.05
